Description,Spam
"Subject: summary : . mel ' cuk

content - length : 2450 few answer question . mel ' cuk 1976 reference , summary reference gather interest linguistlist whole . first , wish thank answer : ( order appearance ) lar borin david beck ariadna solovyova claude coulombe lonz ( reference person , electronic address . sorry ) miquel aguado keith goeringer claude boisson direct pr mel ' cuk , teach montreal university . moreover , here list melc ' uk 's work , include one , subsequent work update view sign / word : 1976 . das wort . zwischen inhalt und ausdruck . munchen , wilhelm fink verlag , 461 p . ( part book writen english ) 1979 . "" syntactic , lexical , zero natural language "" , proceeding berkeley linguistic society 5 , 224-60 . 1984-92 . dictionnaire explicatif et combinatoire du francai contemporain : recherch lexico-semantique , 3 vol , montreal , press de l ' universite de montreal . 1988 . "" semantic description lexical unit explanatory combinatorial dictionary "" , international journal lexicography 1 / 3 , 165-88 . 1988 . dependency syntax : theory practice , albany , state university york press . 1993 . cours de morphologie generale , vol . 1 : le mot , montreal , press de l ' universite de montreal . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ jerome serme laboratoire ' dynamique du langage ' ( umr 9961 ) maison rhone - alpe de science de l ' homme 14 , avenue berthelot 69363 lyon cedex - france phone : + 33 72 72 64 12 fax : + 33 72 80 0 08 e - mail : jerome . serme @ mrash . fr _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
",no
"Subject: re : 6 . 192 latvium 's language policy

martin benefit doubt assume "" russian - speak estonian "" slip keyboard "" russian - speak latvian "" ? hartmut haberland
",no
"Subject: phonetics text

dear linguist , month post query phonetics text suitable 10 - week undergraduate course . receive many helpful response : chuck coker , yoshus asano , marc picard , charle read , darlene lacharite , nigel love , geoffrey nathan , steve seegmiller , don churma , france ingemann , peter ladefoge , hal edward , one linguist prefer list . thank ! book most often recommend peter ladefoge 's , recommend case where course focus description english . geoff nathan point hypertext program example store sound file ladefoge 's text ; edward text accompany workbook , instructor 's manual lab tape . marc picard kindly send bibliography student class . hope mind add item refer reply receive create enclose summary bibliography . call number marc 's list , those library montreal , those lucky enough live . again , thanks reply ! susan meredith burt here combine list reference : abercrombie , david ( 1967 ) element general phonetic . edinburgh university press . ( vanier 3 , pe 1135 a2 1967b ) bolinger , dwight ( 1986 ) intonation part : melody spoken english . stanford university press . ( webster 4 , pe 1139 . 5 b65 1986 ) bronstein , arthur ( 1960 ) pronunciation american english : introduction phonetic . york : appleton - century - croft . ( vanier 3 , pe 1137 b77 1960 ) catford , j . c . ( date ? ) practical introduction phonetic . oxford u . p . clark , john , colin yallop ( 1990 ) introduction phonetic phonology . oxford : basil blackwell . ( webster 4 , p 217 c62 , 1990 ) cruttenden , alan ( 1994 ) gimson 's pronunciation english . london : edward arnold . crystal , david . 1991 . dictionary linguistic phonetic , 3rd ed . cambridge , ma : blackwell . dene , peter , elliott pinson ( 1963 ) speech chain . bell telephone laboratory . ( webster 4 & vanier 3 , qp 306 d45 1963 ) edward , harold t . 1992 . apply phonetic : sound american english san diego , ca : singular publish group . fromkin , victorium , robert rodman . 1993 . introduction language , 5th ed . orlando , fl : harcourt brace jovanovich . jone , daniel , . c . gimson , susan ramsaran ( 1988 ) english pronounce dictionary . london : j . m . dent & son . ( webster reference , pe 1137 j55 1988 ) kent , ray & charle read ( 1992 ) . acoustic analysis speech . singular publish . ladefoge , peter ( 1993 ) course phonetic . fort worth : harcourt brace jovanovich . ( webster 4 & vanier 3 , p 221 l2 1982 , 1975 ) laver , john ( 1994 ) principle phonetic . cambridge : university press . ( mcgill p221 l293 1993 ) longman dictionary american english . 1983 . white plain , ny : longman . mackay , ian . ( date ? ) science speech production . austin , texa : pro - ed . o'connor , j . d . ( 1980 ) phonetic . penguin book . picard , marc ( 1994 ) comparative phonetic english french . montreal : concordium university . ( bookstore ) pullum , geoffrey k . , william . ladusaw ( 1986 ) phonetic symbol guide . university chicago press . ( webster 4 , p 221 p85 1986 ) roger , henry ( 1991 ) theoretical practical phonetic . mississauga : copp clark pitman . ( mcgill p221 r64 1991 ) , j . c . ( 1990 ) longman pronunciation dictionary . harlow : longman . ( webster reference , pe 1137 w45 1990 ) point one book particularly design 10 week - - course fit period seem pedagogical problem leave instructor .
",no
"Subject: german corpora

on-line corpus modern german . information appreciate . ken beesley beesley . parc @ xerox . com
",no
"Subject: psycholinguistic teach

undergraduate course shortly teach psycholinguistic , appreciate suggestion text instructor experience . , indebt anyone offer specific reference work helen neville deaf alingual acquisiton asl . thank m . klaiman ( klaiman @ umnacux . bitnet )
",no
"Subject: re : 8 . 764 , disc : noam chomsky : life dissent

read robert f . barsky 's reply postal 's pullum 's comment feargul murphy 's review ( barsky 's ) book odd , least . three quarter barsky 's reply ( ? ) deal postal - pullum comment murphy 's review linguist review pullum ' nature ' barsky 's book . understand barsky feel need defend himself against pullum ( n't ) , most simply irrelevant issue hand . postal & pullum write reply murphy , barsky . even grant welcome opportunity barsky reply pullum 's ' nature ' review , justification fact reply deal almost exclusively chomsky 's non-linguistic activity , issue p&p 's reply murphy . p&p concern inaccuracy spread murphy ( barsky ) one specific issue : politics mit linguistics department certain point history . p&p mention chomsky 's non-academic political activity briefly , insofar relevant chomsky linguist : concern murphy 's strangely irrelevant remark "" chomsky simply busy issue vietnam war "" . ( understand remark , quote p&p paraphrase barsky , insinuate one ought criticize chomsky 's academic politics someone courage speak against vietnam war anything ) . follow comment barsky summarize tone tenor entire reply : "" pullum seem want tell us . "" argument , 's low-level denigration . remind presidential debate . quote barsky : "" extremely unnerve . "" knud lambrecht department french & italian university texa , austin
",no
"Subject: job : apply linguist

deat wed , 25 jan 95 10 : 12 : 43 cst "" ronald w . long "" ( rwlong @ cmsuvmb ) subject position announcement "" robert ( bob ) yates "" ( ryates @ cmsuvmb ) message - id ( 950125 . 101313 . cst . rwlong @ cmsuvmb ) assistant professor tesl apply linguistic central missourus state university department english & philosophy , warrensburg , mo 64093 assistant professor teach english second language apply linguistic . tenure track position start august 1995 . ph . d . require . interest experience teach classroom - research academic esl course , linguistics , tesl methodology , apply linguistics develop ma-tesl program . 12 hour teach load . salary dependent upon qualification experience . send letter application describe experience specialization , vita , transcript , three letter recommendation david smith , chair . application acknowledge ; woman minority encourage apply . review application begin march 1 , 1995 continue until fill . aa / eeo / ada . note : further information electronically contact : ron long ( rwlong @ cmsuvmb . cmsu . edu ) .
",no
"Subject: dutch acquisition error - summary

those express interest , here 's summary work dutch language acquisition . 'd thank follow lead : annick de houwer , university antwerp , belgium laura walsh dickey , max planck instituut sandra peter , utrecht ? ( ruu ) rick ruhland , fac . ppsw rug groningen frank wijnen , utrecht institute linguistic ots 'd thank respondent point wrong article markt - * het instead de - ' m second language error : personal experience ! reference arise query follow : * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * g . bol 's f . kuiken 's 1988 dissertation ( dutch ) ` grammaticale analyse van taalontwikkelingsstoornissen ' . annick de houwer datum gender error , believe , book bilingual language acquisition ( 1990 , cambridge ) . textbook gilli & schaerlaeken "" kindertaalverwerve : een orus ! tatie op nederlandstalig onderzoek "" ( groningen : wolter ) useful source reference . willem kaper ( 1985 ? ) : child language : language n't exist ? "" , publish , , fori . charlotte koster . error anaphora acquisition . 4 ago . susan power work area , report 1995 ? dissertation . contribution bu 19 proceedings ( volume 2 ; somerville , ma : cascadillum , 1995 ) paper ` acquisition case dutch ' ( m . verrip & f . wijnen ( ed . ) , ` paper dutch - german colloquium language acquisition ' - - amsterdam sery child language development # 3 ( ascld @ let . uva . nl ) . l . schlichting 1996 dissertation , title can't remember . publish nijmegen university press . * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * annick de houwer write : > overview dutch child language acquisition ' m co-edit > steven gilli currently under review john benjamin , > our preparatory work volume really n't much > address query . . plenty room work many field . - mark
",no
"Subject: summary : half day

dear reader , many thanks respondent ( 51 ) send reply query phrase native-speaker judgment . too many reply acknowledge individually . many ask summary , here . # # = strongly prefer , # = , ? = awkward , x = bid , yuck figure follow each phrase number vote cast each category . n't add 51 respondent ( rs ) express first preference . # # # ? x 1 family spend . . . . . . . ipswich . . day half 24 26 0 0 b . one half day 1 31 7 7 c . thirty-six hour 1 29 6 9 [ ] clear winner , many rs [ b ] [ c ] acceptable , too , depend context . comment : . imply enough socialize ; imply most sunday spend ipswich , leave noon monday b . imply ipswich part series visit ; imply overnight stay ; part list ; stilt c . military / aeronautical ; whirlwind tour ; every moment pack feverish activity ; conference - one half day spend syntax ; work under pressure ; airplane layover / waystation ; ok negative experience ( flu / jail ) . ( ' layover ' us british 's topover ' , maybe 's stopover visit girlfriend ? ) 2 . . . . . . . . . write book . . six month 16 34 0 0 b . half-year 0 10 9 25 c . half 3 44 1 1 while preference [ ] , [ c ] far behind . [ b ] problematic . comment : . feel shorter ; much effort require ' half ' b . suggest academic half-year ; yuck , unnatural ; sound non-native british ( american rs ) ; sound american ( british rs ) ; ok financial context - half either first second half , arbitrary 6 month period c . sound longer six month ; emphatic , stress ' ' - 3 ' ll leave . . . . . . . . half hour 6 44 0 0 b . half-hour 2 24 10 11 [ ] win . [ b ] splits two roughly equal camp . comment : b . sound formal ; awkward ; funny ; sound normal - ' ll leave inna haf our ( ) . 4 tom work . . . . . . . . . lab . half 13 37 1 0 b . one half 0 32 6 7 c . eighteen month 3 39 6 0 while [ ] win , two n't far behind . comment : . least exact . b . exact ; part calculation ( eg pension ) ; stilt ; fussy . c . most exact ; emphasize duration ; ok child 's age upto two ; ok context where precision require ; suggest tom less involve job ; maybe temporary job . using month greater , hour greater day seem rush ; half inch ok half foot , half yard ok bie cloth even though n't normally speak half yard . overall impression context pragmatic consideration determine lexical item acceptable slot , even considerably tolerance expression possible / probable . three rs eleven phrase 100 % ok . n't detail rs ' background / nationality etc , since rs detail . however , three-quarter reply usa . hope interest . many thanks response . roger maylor dept linguistic english language university durham , uk
",no
"Subject: summary : sao tome creole

week ago , post follow query : is information work s . tome creole ? write message behalf friend post summary answer list . thank answer : michael aceto edward h . bendix israel cohen lance eccle gerardo . lorenzino mikael parkvall norval smith - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dear ana lucium , n't many recent thing sao tome , excellent work 30 : 1 ) study portuguese creole / marius f . valkhoff 2 ) miscelanea luso - africana / edit valkhoff 3 ) creole sao tome / lui iven ferraz hope help . best wish , michael aceto - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - follow linguistic fieldwork sao tome information : gerardo lorenzino < lorenz @ minerva . ci . yale . edu > . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ana lucium santo , john holm pidgin creole ( cambridge , 1988-89 ) , vol . 2 pp . 278-280 , mention sao tome creole . reference follow book : l iven ferraz . creole sao tome . witwatersrand university press , johannesburg , 1979 . lance eccle &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&& &&& &&& &&& lance eccle &&& &&& school modern language &&& &&& macquarie university &&& &&& nsw 2109 &&& &&& australium &&& &&& fax + 61 2 9797 3 &&& &&& phone + 61 2 9797 9925 &&& &&& lance . eccle @ mq . edu . au &&& &&& voicemail 9850 7023 &&& &&& &&& &&& homepage : &&& &&& http : / / www . oc . mq . edu . au / ~ leccle / &&& &&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&& - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - happy send bibliography language history sao tome creole . 's part bibliography compile dissertation angolar creole portuguese , one three creole dialect speak sao tome principe . can't send vium email arrive garble difficult read . interest let send address . preview , tell friend standard reference sao tome creole ferraz ( 1979 ) "" creole sao tome "" . cheer gerardo gerardo augusto lorenzino department spanish portuguese yale university lorenz @ minerva . ci . yale . edu - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dear ana , here suggestion further read sao tomense : carvalho , jose goncalo herculano de ( 1981 ) : deux langue creole : le criol du cap vert et le forro de s . tome . biblo 57 , pp 1-15 ferraz , l . & m . f . valkhoff ( 1975 ) : comparative study - tomense cabo - verdiano creole . valkhoff ( ed . ) ( pp 15-39 ) . ferraz , lui ( 1976 ) : origem e desenvolvimento de quatro crioulo portuguese golfo da guine . rev . bra . ling . 3 ( 2 ) ( pp 70-76 ) . ferraz , lui iven ( 1974 ) : linguistic appraisal angolar . memoriam antonio jorge dia , vol . 2 ( pp 177-186 ) . lisbon : inst . de alta cultura / junta de investigacy ultramar . ferraz , lui iven ( 1979 ) : creole sao tome . johannesburg : witwatersrand university press . ferraz , lui iven ( 1983 ) : origin development four creole gulf guinea . ellen woolford & william washabaugh ( ed . ) : social contaxt creolisation ( pp 120-125 ) . ann arbor : karoma . ferraz , luiz ( 1976 ) : origin development four creole gulf guinea . african study 35 ( 1 ) , pp 33-38 . ferraz , luiz iven ( 1978 ) : creole sao tome . african study 37 , pp 3-68 + 234-84 ferraz , luiz iven ( 1987 ) : portuguese creole west africa . gilbert , glenn ( ed ) : pidgin creole language : essay memory john e . reinecke ( pp 337-360 ) . honolulu : university hawaius press . granda , german de ( 1976 ) : un planteamiento sociohistorico del problema de la formacion del criollo portugue de africa occidental . rev . ling . rom . 40 ( pp 299-310 ) . lucchesus , dante ( 1993 ) : article system cape verde sao tome creole portuguese : general principle specific factor . jpcl 8 : 1 , pp 81-108 maurer , philippe ( 1992 ) : l ' apport lexical bantou en angolar . afrikanistische arbeitspapiere 29 , pp 163-174 . morai - barbosa , jorge ( 1975 ) : cape verde , guinea - bissau sao tome principe : linguistic situation . valkhoff ( ed . ) ( pp 133-151 ) . negreiro , almada ( 1895 ) : o dialecto de s . thom . vocabulario . almada negreiro : historium ethnographico da ilha de s . thom . negreiro , almada ( 1928 ) : etnografium de sao tome e outro elemento linguistico . anurio comercial , industrial e agrecolum da provencium de sao toma e principe . schuchardt , hugo ( 1882 ) : kreolische studien 1 : ueber da negerportugiesische von s . thom ( westafrika ) . sitzungsberichte der kaiserlichen akademie der wissenschaften zu wien 101 ( pp 889-917 ) . tenreiro , f . ( 1956 ) : ilha de sao tome , de principe e o territorio de sio joio batista de ajuda . lisboa : sociedade de geografium de lisboa , semana ultramar . thiele , petra ( 1989 ) : zur spezifizierung von substrateinflussen auf die entwicklung der portugiesisch-basierten kreolsprachen westafrika . perl - matthia ( ed . ) : beitrage zur afrolusitanistik und kreolistik , pp 93-103 . bochum : brockmeyer valkhoff , marius ( 1966 ) : study portuguese creole . johannesburg : witwatersrand university press . valkhoff , marius ( ed ) 1975 miscel = e2na luso - africana . lisbon : junta de investigacy ultramar . valkhoff , marius f . ( 1975 ) : miscelena luso - africana . colectrea de estudo coligido por m . f . valkhoff . lisbon : junta de investigacio cientifica ultramar . advice friend address / query creolist , discussion list specifically devote pidgin creole . join list , send command "" % subscribe "" _ subject field _ ( important ! ) otherwise empty message < creolist @ ling . su . se > . best , mikael parkvall - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 'd better post question creolist list : creolist @ ling . su . se request let answer ' re member list . norval smith
",no
"Subject: university alabama , ma-tesol program

department english university alabama invite application tenure track assistant professor position our m . . - tesol program , start august 1995 . duty include teach ( 2 course / semester ) , research service ; our m . . - tesol faculty work closely our colleague ua 's english language institute ( eli ) . ph . d . apply linguistics tesol require , strength language teach methodology second language acquisition theory . competence least one language expect , international teach experience highly desirable . preference candidate interest work our faculty rhetoric composition , welcome collaboration colleague foreign language department through our emerge m . . t . program college art science . preference candidate interest classroom-orient research , research opportunity ( 1 ) our large freshman composition program separate section non-native english speaker , ( 2 ) ua 's independently-administer intensive eli large internal program frequent external program , ( 3 ) ua 's well-develop self-instructional language program ( critical language ) . locate black warrior river west-central alabama , tuscaloosa university town 100 , 0 mild climate reasonable live cost . 50 mile southwest birmingham within half day 's drive atlanta , great smoky mountain , nashville , memphi , orlean gulf coast . send letter application , c . v . , name 3 reference , representative publication catherine davy , chair tesol search committee , dept . english , box 870244 , university alabama , tuscaloosa , alabama , 35487-0244 . university alabama affirmative action / equal opportunity employer . search remain open until position fill ; however , search committee begin review application dec . 1 , 1994 . possibility interview lsa meet orlean ( aaal / tesol meeting long beach necessary ) ; applicant let us conference plan . catherine e . davy dept . english , box 870244 university alabama tuscaloosa , alabama 35487-0244 ( 205 ) 348-9522
",no
"Subject: 

historical ling announce le lingue indoeuropee ( edit anna giacalone ramat paolo ramat ) , bologna , casa editrice il mulino , 1994 volume intend provide state art indoeuropean language family . each chapter devote one subgroup cover phonological , morphological , syntactic lexical matter . content : e . campanile , antichita ' indoeuropee . c . watkin , il protoindo - europeo . b . comrie , la famiglium linguistica indoeuropea : prospettive genetiche e tipologiche . r . lazzeronus , sanscrito . n . sim - william , le lingue iraniche . w . winter , tocario . s . luraghus , le lingue anatoliche , r . ajello , armeno . h . m . hopenigswald , greco . e . vinei , latino . d . silvestrus , le lingue italiche . p . sim - william , le lingue celtiche . p . ramat , le lingue germaniche . h . andersen , le lingue slave . w . schmalstieg , le lingue baltiche , s . demiraj , albanese . subject index name index available : casa editrice il mulino , strada maggiore 37 , 40125 bologna ( italy ) phonology & phonetics taylor , paul . phonetic model intonation english . 1994 . 172 pp . 6x9 book , prepaid us $ 25 . 0 + 3 . 50 p&h . iulc publication , 720 e . atwater ave . , bloomington 47401-3634 . < iulc @ indiana . edu > phonetic . address problem relate acoustic phonological description intonation . multi-level approach description system phonological phonetic level propose . computer algorithm attempt analyze synthesize f0 contour system . experiment result present . socioling discourse negotiation - study language workplace edite alan firth , denmark isbn : 0-08 - 17664 - 7 hardback view negotiation micro level analysis , book focus wide variety setting , industrial meeting comsumer helpline . * available discussion * publish october 1994 elsevier science ltd tel : + 44 ( 0 ) 1865 843685
",no
"Subject: re : 5 . 1500 comparative method , polarization & review

forward follow post request robert rankin ( rankin @ ukanvm . cc . unkan . edu ) . subscribe list wish join fray present , name mention sometime file forward vium e-mail . thus follow : andy anderson cite three point series recent posting . andy upward 30 feel - tentionally misrepresent view , feel couple thing need clarification . first , uncomfortable formally cite ( secondary ) source information lyle campbell 's paper boulder ( green - berg ) conference ca . 1990 . andy wish distribute attack paper author write form , first obtain actual copy , alternatively , await publication . guess n't bring our conversation ssila / aaa meeting . second , report geneticist study mitochondrial dna ( mtdna ) sundry native american siberian peo - ple claim / "" two subgroup within amerind ( aside eskimo athabaskan ) . "" ( paper 's author wallace , torronus schurr , et al . ) . author address themselve linguistic problem most certainly n't talk "" subgroup "" . nor , since regard historicity anything "" amerind "" even remotely establish . author paper posit least four "" migration "" . discuss most recent , eskomo - aleut , abstract , depth figure 6000 bp ( before present ) orally - - n't quote . abstract : call na - dene figure 7000-10000 bp . evidence least two "" migration "" precede . one between 12000-15000 bp earliest between 26000-34000 bp . figure high 40000 bp mention orally , recall . attempt correlate figure our knowledge period glaciation periodic existence land bridge beringium . leave reader decide portend amerind hypo - thesis propose ( glotto ) chronology , warn order event . note write "" migration "" quote above . wish pejorate term ; geneticist special . solely ap - pearance specific genetic material american population . assume common ancestor calculate number millennium posit uniform mutation rate mtdna . material theory work force definition migration . nothing situation "" grind . "" reality though , each genetic migration include many distinct movement across beringium over great many - - perhap century even millennium . represent many ling - guistic group . require order entire cluster migration "" grind "" read single mtdna "" migration "" relatively homogeneous gene pool eastern siberium over particular span "" genetic mutation "" occur . evidence indeed suggest four genetic migration , really little nothing many "" real "" migration - each four cluster , nor anything linguistic diversity - - much less "" subgroup amerind . "" wish , n't . note interest however rough correlation between geneticist ' oldest figure calculation nichol ( 1990 language 66 . 3 ) base linguistic diversity western hemisphere . recent set mtdna date fall within esta - blish archaeological ballpark clovi believer , although earliest set certainly . one short contribution own here - - mostly wife 's actually , since molecular geneticist talk thing over breakfast . yardstick mtdna geneticist cal - culation appreciably better glottochrono - logy , . e . , genetic mutation place rate rela - tively constant . speed various singular event cosmic ray bombardment ingest certain fungus infect grain cache pit . biologist try allow sort thing , plus / minus date each cluster , talk something precise dendrochronology even radiocarbon date . mtdna study interest must bear mind limitation special term "" migration "" . lastly , earlier post andy mention examine green - berg 's notebook determine mislabele much siouan datum lia . andy 's description notebook lay correct , actually xerox page siouan entry , notebook themselve . add siouan entry notebook hard iroquoian , caddoan , yuchus entry demonstrate once again greenberg decide final classification family lay notebook design before vocabulary language enter . thanks john koontz post . sincerely , bob rankin ( university kansa ) ( rankin @ ukanvm . cc . ukan . edu )
",no
